caseid,age,sex,marry,job_satisfaction,income,school,satisfaction_balance,satisfaction_familytime,outdoor_activity,discrimination,competition,match_JobandEducation,weeks_employed
8815,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
8816,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
8818,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
8822,45 to 54 years,Male,1,1,"More than 100,000",0,1,Neither satisfied nor dissatisfied,1,No,1,1,52
8827,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,0,52
8828,65 to 74 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,44
8834,65 to 74 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,1,1,52
8837,15 to 24 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
8840,25 to 34 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,Yes,1,1,52
8844,35 to 44 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,1,1,45
8846,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,14
8850,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
8852,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Very satisfied,0,No,0,0,12
8856,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,Yes,0,1,52
8857,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",0,No,0,1,52
8861,35 to 44 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
8866,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,35
8873,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
8875,65 to 74 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
8882,25 to 34 years,Male,0,1,"Less than 50,000",1,1,"NA",1,Yes,1,0,52
8885,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,12
8886,65 to 74 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
8888,15 to 24 years,Male,1,0,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,0,No,0,0,37
8889,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
8891,35 to 44 years,Male,0,0,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,45
8894,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,50
8895,55 to 64 years,Male,0,0,"More than 100,000",0,1,"NA",1,No,0,1,52
8897,25 to 34 years,Female,0,0,"Less than 50,000",0,0,"NA",1,No,0,0,52
8898,25 to 34 years,Male,0,0,"Less than 50,000",0,0,"NA",1,No,0,1,52
8901,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",0,No,0,1,52
8903,25 to 34 years,Female,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,1,52
8909,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,0,52
8912,45 to 54 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
8913,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
8915,25 to 34 years,Female,0,0,"Less than 50,000",1,1,"NA",1,Yes,0,1,52
8918,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,40
8921,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
8925,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
8927,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Very satisfied,1,No,0,1,52
8931,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,24
8932,35 to 44 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,20
8934,45 to 54 years,Female,1,1,"Less than 50,000",0,1,"NA",0,No,0,0,52
8935,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
8939,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
8942,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
8945,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,"NA",1,Yes,0,1,52
8947,55 to 64 years,Male,1,0,"Less than 50,000",0,1,Very satisfied,0,No,0,0,52
8950,15 to 24 years,Male,0,0,"Less than 50,000",1,1,"NA",1,No,1,1,52
8952,15 to 24 years,Male,0,0,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
8953,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,52
8954,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,1,0,52
8956,55 to 64 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,1,1,20
8959,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
8961,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
8963,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,Yes,0,0,52
8965,65 to 74 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
8969,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
8971,35 to 44 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
8975,55 to 64 years,Female,1,1,"More than 100,000",0,1,Very satisfied,0,No,0,1,52
8976,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,0,52
8979,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,0,0,52
8983,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
8990,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",1,1,"NA",1,No,1,1,52
8992,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,0,0,40
8995,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
8996,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
8999,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,0,19
9002,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,43
9005,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
9008,25 to 34 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,1,1,52
9011,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
9012,25 to 34 years,Male,0,1,"Less than 50,000",0,0,Very satisfied,1,No,0,1,50
9015,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9016,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
9017,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,14
9021,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
9022,65 to 74 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9023,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9026,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
9028,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,1,52
9029,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
9031,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
9035,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9039,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9040,35 to 44 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,26
9041,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
9043,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9045,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,1,1,52
9055,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9060,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
9064,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
9072,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9074,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,1,No,1,0,52
9075,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,0,52
9077,25 to 34 years,Female,1,0,"Less than 50,000",0,0,Satisfied,1,Yes,1,0,50
9078,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Very dissatisfied,1,No,0,1,52
9081,35 to 44 years,Female,0,0,"Less than 50,000",0,1,"NA",1,"NA",0,0,52
9082,25 to 34 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9083,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,0,No,0,1,52
9084,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9086,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9087,25 to 34 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9089,15 to 24 years,Female,0,1,"Less than 50,000",1,0,Satisfied,1,No,0,0,52
9093,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9096,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
9097,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
9099,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,No,0,1,46
9105,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,0,No,0,0,52
9107,15 to 24 years,Female,0,0,"Less than 50,000",1,0,Neither satisfied nor dissatisfied,1,Yes,0,0,52
9108,25 to 34 years,Male,1,0,"Less than 50,000",0,0,Satisfied,1,No,0,0,52
9110,45 to 54 years,Male,1,1,"Less than 50,000",0,1,"NA",1,Yes,1,1,44
9113,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,Yes,0,1,48
9114,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9116,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
9121,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",0,No,0,1,52
9123,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,0,51
9125,35 to 44 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
9126,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,0,No,1,1,52
9128,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,Yes,1,1,52
9129,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,0,No,1,1,52
9130,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
9131,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
9136,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9140,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
9142,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9147,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,1,1,52
9157,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
9158,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Very satisfied,1,No,1,0,24
9162,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,48
9166,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
9168,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
9173,55 to 64 years,Male,1,0,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9176,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,0,44
9177,15 to 24 years,Male,0,1,"Less than 50,000",1,0,Satisfied,1,No,0,1,36
9178,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
9180,55 to 64 years,Female,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
9182,55 to 64 years,Female,0,0,"Less than 50,000",0,0,"NA",0,No,0,1,52
9183,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9184,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9185,25 to 34 years,Female,1,0,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,1,1,52
9186,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",1,0,"NA",1,Yes,1,1,52
9193,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Dissatisfied,1,No,1,1,52
9196,45 to 54 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9199,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,0,41
9203,35 to 44 years,Male,1,1,"More than 100,000",0,0,Very dissatisfied,1,No,0,1,52
9205,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9207,45 to 54 years,Male,1,0,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9209,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
9212,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
9214,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
9216,45 to 54 years,Female,0,0,"Less than 50,000",0,0,"NA",1,No,0,1,36
9217,35 to 44 years,Male,0,0,"Less than 50,000",0,0,Satisfied,1,"NA",0,1,52
9223,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Very satisfied,1,No,0,0,52
9225,15 to 24 years,Male,0,0,"Less than 50,000",1,0,"NA",1,Yes,1,1,45
9226,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,0,12
9228,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9230,45 to 54 years,Female,1,0,"Less than 50,000",1,1,Satisfied,1,Yes,0,1,52
9238,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,Yes,0,1,40
9240,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
9241,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,0,52
9242,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9243,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9246,35 to 44 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,0,28
9249,25 to 34 years,Male,0,0,"Less than 50,000",1,1,Very satisfied,1,No,0,0,52
9253,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
9254,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,0,No,0,1,52
9260,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9265,55 to 64 years,Female,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9267,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9268,35 to 44 years,Male,0,0,"Less than 50,000",0,1,"NA",0,No,1,0,52
9270,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,52
9271,15 to 24 years,Female,0,0,"Less than 50,000",0,1,"NA",0,No,0,1,35
9272,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9273,15 to 24 years,Male,0,0,"Less than 50,000",0,1,"NA",1,No,0,1,52
9275,25 to 34 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
9277,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,8
9279,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9280,35 to 44 years,Female,1,1,"Less than 50,000",1,1,Very satisfied,1,No,0,1,52
9281,35 to 44 years,Male,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
9282,45 to 54 years,Male,0,1,"More than 100,000",0,1,"NA",0,No,0,1,52
9285,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9288,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
9294,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
9297,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9299,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9306,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
9310,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9317,15 to 24 years,Male,0,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
9318,35 to 44 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,1,1,52
9322,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,10
9326,25 to 34 years,Male,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,No,0,1,52
9328,55 to 64 years,Female,0,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
9329,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9332,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9333,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9334,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9336,35 to 44 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9337,25 to 34 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
9338,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
9340,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
9341,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9342,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,"NA",0,No,0,1,52
9344,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Dissatisfied,1,No,0,1,52
9346,45 to 54 years,Female,1,0,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,1,1,52
9347,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
9349,35 to 44 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",0,No,1,0,52
9350,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9351,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,1,1,52
9356,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
9361,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9366,45 to 54 years,Female,1,1,"More than 100,000",0,1,Satisfied,0,No,0,1,52
9367,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9370,15 to 24 years,Female,0,0,"Less than 50,000",0,0,Very satisfied,1,No,0,0,10
9373,55 to 64 years,Male,0,1,"More than 100,000",0,0,"NA",1,No,0,1,52
9378,25 to 34 years,Male,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,No,0,1,52
9380,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
9381,45 to 54 years,Female,1,0,"More than 100,000",0,0,Satisfied,1,Yes,0,1,52
9385,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,11
9387,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
9388,25 to 34 years,Male,0,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
9390,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9397,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9402,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,0,No,1,1,48
9409,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,Yes,0,1,52
9413,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9414,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,0,52
9417,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9418,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9420,15 to 24 years,Male,0,0,"Less than 50,000",1,1,Satisfied,1,No,0,0,52
9424,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
9425,45 to 54 years,Female,1,1,"Less than 50,000",0,1,"NA",1,Yes,0,0,52
9426,55 to 64 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9427,35 to 44 years,Female,1,0,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
9428,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,36
9429,45 to 54 years,Female,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,1,52
9430,35 to 44 years,Male,1,1,"Less than 50,000",0,0,"NA",0,No,0,1,52
9432,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,No,0,1,52
9434,25 to 34 years,Female,1,1,"More than 100,000",0,1,"NA",1,No,1,1,52
9435,25 to 34 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
9439,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,0,52
9442,45 to 54 years,Male,0,0,"Less than 50,000",0,0,"NA",1,No,0,0,52
9443,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,47
9447,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,1,1,52
9448,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
9451,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,1,0,45
9456,15 to 24 years,Female,0,0,"Less than 50,000",1,0,Very satisfied,1,No,0,0,52
9460,35 to 44 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,24
9462,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,44
9463,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9469,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9470,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,1,52
9478,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9482,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,"NA",0,No,0,0,52
9483,25 to 34 years,Male,1,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
9484,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
9486,45 to 54 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9487,35 to 44 years,Female,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9488,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",0,No,1,1,52
9490,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Very satisfied,1,No,0,1,46
9492,25 to 34 years,Male,0,1,"More than 100,000",0,0,"NA",1,No,1,1,12
9495,45 to 54 years,Female,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9496,45 to 54 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,0,No,0,1,52
9498,25 to 34 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
9499,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
9501,15 to 24 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,1,0,26
9506,15 to 24 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,No,1,1,52
9510,15 to 24 years,Female,0,0,"Less than 50,000",0,1,"NA",1,Yes,1,0,52
9511,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,Yes,0,1,52
9514,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
9517,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9518,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,13
9519,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,1,0,30
9520,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
9523,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
9524,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,0,No,0,1,52
9534,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
9535,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
9539,35 to 44 years,Male,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,1,52
9541,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9543,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,0,0,52
9547,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9553,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
9558,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
